LAT,LON,YEAR,DOY,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M,PS,T2M_RANGE,ALLSKY_TOA_SW_DWN,ALLSKY_SFC_SW_DWN
15.65761,32.54961,2015,169,0,12.03,41.09,24.22,33.25,95.73,16.87,38.96,25.47
15.65761,32.54961,2015,170,0.06,19.45,40.88,27.05,34.12,95.93,13.83,-99,-99
15.65761,32.54961,2015,171,0.38,17.21,41.39,25.86,33.79,95.94,15.53,38.87,24.97
15.65761,32.54961,2015,172,0,14.83,40.97,26.19,33.58,96,14.78,38.35,25.66
15.65761,32.54961,2015,173,0,17.62,41.72,24.83,33.73,96.01,16.89,38.46,25.53
15.65761,32.54961,2015,174,0,27.7,41.49,26.54,34.27,96.02,14.94,37.39,25.36
15.65761,32.54961,2015,175,0.09,29.52,41.35,27.72,34.9,96.04,13.63,38.78,25.02
15.65761,32.54961,2015,176,0.01,40.09,38.78,27.62,33.05,96.14,11.16,38.31,23.84
15.65761,32.54961,2015,177,0.01,29.94,40.71,26.59,33.6,96.04,14.12,38.12,24.65
15.65761,32.54961,2015,178,1.06,31.5,38.91,26.9,32.89,96.12,12.02,38.14,24.64
15.65761,32.54961,2015,179,0.69,36.34,39.86,26.89,33.23,96.18,12.97,38.05,25.03
15.65761,32.54961,2015,180,0,31.03,41.39,26.53,34.47,96.08,14.86,37.87,25.26
15.65761,32.54961,2015,181,0,24.7,42.42,27.2,35.25,95.92,15.23,39,25.32
15.65761,32.54961,2015,182,0.02,24.4,42.24,27.74,34.97,95.96,14.51,38.57,23.01
15.65761,32.54961,2015,183,0.03,29.3,40.82,29.13,34.48,96.1,11.7,38.67,24.44
15.65761,32.54961,2015,184,0,26.08,40.89,26.34,34.1,96.1,14.55,38.38,22.4
15.65761,32.54961,2015,185,0,19.13,40.91,27.42,34.23,96.09,13.49,37.64,24.34
15.65761,32.54961,2015,186,0,19.23,41.44,26.78,34.55,96.13,14.65,37.43,25.17
15.65761,32.54961,2015,187,0,22.9,41.78,27.15,34.47,96.13,14.63,38.36,25.65
15.65761,32.54961,2015,188,0,16.56,42.41,25.87,34.26,96.08,16.54,38.14,25.98
15.65761,32.54961,2015,189,0,13.36,42.88,26.76,34.87,95.91,16.13,38.62,25.67
15.65761,32.54961,2015,190,0,13.35,43.28,26.71,35.34,95.86,16.58,38.91,25.85
15.65761,32.54961,2015,191,0,14.28,42.66,26.28,35.23,95.9,16.38,38,25.71
15.65761,32.54961,2015,192,0,15.95,42.43,27.89,35.38,95.89,14.54,38,23.86
15.65761,32.54961,2015,193,0,14.09,41.79,26.87,34.25,95.84,14.92,39,25.5
15.65761,32.54961,2015,194,0,16.52,41.27,25.55,33.6,95.89,15.72,37.71,25.26
15.65761,32.54961,2015,195,0,28.65,40.58,27.36,34.29,95.9,13.22,38.09,25.01
15.65761,32.54961,2015,196,0.06,36.72,38.39,29,33.42,96.01,9.39,38.28,23.88
15.65761,32.54961,2015,197,0,32.4,39.95,26.09,33.47,96.06,13.86,38.78,24.33
15.65761,32.54961,2015,198,0,23.33,41.94,28.11,34.9,95.95,13.83,38.14,25.47
15.65761,32.54961,2015,199,0,11.57,43.25,26.51,35.2,95.79,16.74,37.75,25.89
15.65761,32.54961,2015,200,0,13.63,43.12,26.36,35.2,95.76,16.76,37.95,25.67
15.65761,32.54961,2015,201,0.01,35.11,40.7,27.55,33.92,95.82,13.15,38.21,25.33
15.65761,32.54961,2015,202,0,29.66,40.9,27.33,34.13,95.88,13.57,37.74,25.3
15.65761,32.54961,2015,203,0,32.96,40.83,27.6,34.01,95.91,13.23,37.55,24.98
15.65761,32.54961,2015,204,0.32,31.29,40.73,27.65,34.36,95.95,13.08,38.86,24.71
15.65761,32.54961,2015,205,1.74,35.21,39.43,27.95,33.59,96.01,11.48,38.33,13.47
15.65761,32.54961,2015,206,0.16,40.1,39.86,26.55,33.41,95.98,13.31,38.96,24.29
15.65761,32.54961,2015,207,0,31.5,41.75,27.25,34.71,95.84,14.5,39,24.79
15.65761,32.54961,2015,208,0,26.94,42.69,27.22,35.15,95.7,15.48,37.62,23.46
15.65761,32.54961,2015,209,0,33.76,41.8,27.77,34.28,95.74,14.03,37.39,25.06
15.65761,32.54961,2015,210,0,35.27,40.48,27.69,33.83,95.89,12.8,38.57,24.66
15.65761,32.54961,2015,211,0.01,34.02,41.62,26.83,34.58,95.87,14.79,38.23,24.56
15.65761,32.54961,2015,212,0.13,35.65,41.38,28.65,34.51,95.77,12.73,37.32,24.76
15.65761,32.54961,2015,213,3.17,39.78,40.44,28.38,33.64,95.82,12.06,37.3,24.18
15.65761,32.54961,2015,214,3.11,47.35,35.73,26.88,30.98,96.14,8.85,38.3,22.47
15.65761,32.54961,2015,215,0.26,43.21,38.01,25.26,30.71,96.06,12.75,37.35,24.23
15.65761,32.54961,2015,216,0.01,42.01,39.07,25.46,32.19,95.88,13.61,37.94,20.69
15.65761,32.54961,2015,217,0.28,46.79,37.28,26.54,31.54,96,10.74,38.73,24.03
15.65761,32.54961,2015,218,0.47,49.9,35.81,26.1,30.65,96.06,9.72,37.5,22.25
15.65761,32.54961,2015,219,0,41.91,38.85,26.09,32.58,95.96,12.77,38.59,24.35
15.65761,32.54961,2015,220,0.3,48.01,37.42,26.73,31,96.02,10.7,37.85,22.24
15.65761,32.54961,2015,221,0.35,48.09,36.9,25.24,31.12,96.03,11.66,38.28,23.38
15.65761,32.54961,2015,222,0.16,42.47,37.91,26.91,32.19,95.99,11,38.04,23.94
15.65761,32.54961,2015,223,0.17,37.6,40.36,26.9,33.57,95.97,13.46,38.28,23.25
15.65761,32.54961,2015,224,11.69,43,41.34,26.7,33.04,95.99,14.64,38.33,23.74
15.65761,32.54961,2015,225,0.29,53.97,36.27,24.83,30.21,96.09,11.44,37.37,21.4
15.65761,32.54961,2015,226,0,48.01,37.06,25.08,31.1,96.12,11.98,37.77,16.38
15.65761,32.54961,2015,227,0,50.96,36.42,26.47,30.89,96.02,9.95,37.96,7.72
15.65761,32.54961,2015,228,0,46.23,39.83,25.09,32.38,95.95,14.75,37.42,23.78
15.65761,32.54961,2015,229,0,45.15,38.96,27.4,32.91,95.87,11.57,37.8,23.6
15.65761,32.54961,2015,230,0.01,48.65,35.1,26.99,31.15,95.92,8.1,38.23,24.05
15.65761,32.54961,2015,231,0.02,45.37,37.3,26,31.09,95.94,11.29,38.46,21.91
15.65761,32.54961,2015,232,0,36.02,42.05,26.02,33.5,95.74,16.03,37.4,23.65
15.65761,32.54961,2015,233,0,47.02,38.78,26.02,32.09,95.78,12.76,37.91,24.17
15.65761,32.54961,2015,234,0.19,47.58,37.65,27.08,31.92,95.82,10.57,37.82,22.08
15.65761,32.54961,2015,235,0.02,41.32,39.92,26.8,33.19,95.85,13.12,37.62,24.17
15.65761,32.54961,2015,236,2.65,40.8,39.13,27.03,33.08,95.93,12.11,37.89,16.54
15.65761,32.54961,2015,237,0.44,37.22,40.4,27.07,33.03,95.83,13.34,37.6,23
15.65761,32.54961,2015,238,1.01,56.26,34.54,26.24,29.52,95.96,8.3,37.66,7.41
15.65761,32.54961,2015,239,1.74,51.32,34.95,25.2,29.7,96.15,9.75,37.59,17.99
15.65761,32.54961,2015,240,0.61,50.35,35.33,24.69,30.15,96.13,10.64,37.27,18.67
15.65761,32.54961,2015,241,0.03,50.29,37.18,25.54,31.5,96.04,11.64,37.96,23.54
15.65761,32.54961,2015,242,0.01,47.03,38.07,27.49,32.4,96.11,10.58,37.46,19.47
15.65761,32.54961,2015,243,0,44.21,38.73,26.47,32.36,96.1,12.26,37.36,23.91
15.65761,32.54961,2015,244,0,34.83,40.23,27.69,33.35,95.98,12.54,36.85,18.35
15.65761,32.54961,2015,245,0.08,45.04,36.01,26.9,31.22,96.09,9.11,37.93,22.46
15.65761,32.54961,2015,246,0,24.48,42.39,26.67,34.33,95.94,15.72,37.65,24.28
15.65761,32.54961,2015,247,0.02,35.6,39.48,26.4,31.97,96.02,13.09,37.72,22.72
15.65761,32.54961,2015,248,0,40.52,39.63,25.28,32.16,96.08,14.35,37.7,20.81
15.65761,32.54961,2015,249,0,43.35,36.41,27.04,31.49,96.08,9.37,37.87,23.79
15.65761,32.54961,2015,250,0,33.96,41.55,25.03,33.44,95.87,16.52,36.37,23.82
15.65761,32.54961,2015,251,0.02,35.28,39.96,26.6,33.04,95.77,13.36,37,23.91
15.65761,32.54961,2015,252,0.01,41.93,39.82,26.77,32.7,95.84,13.05,36.83,24.01
15.65761,32.54961,2015,253,0.42,53.62,34.96,26.21,30.4,96.06,8.74,37.17,23.47
15.65761,32.54961,2015,254,0.02,42.11,38.61,25.19,31.79,96.15,13.42,36.48,23.63
15.65761,32.54961,2015,255,0.1,35.3,40.23,26.69,33.3,96.04,13.55,37.31,22.18
15.65761,32.54961,2015,256,0.12,37.69,39.88,27.03,32.99,96.04,12.85,36.27,23.59
15.65761,32.54961,2015,257,0.14,41.18,38.25,26.82,32.56,96.19,11.43,36.55,11.63
15.65761,32.54961,2015,258,0.15,40.12,39.83,25.94,32.92,96.11,13.89,36.24,23.49
15.65761,32.54961,2015,259,0.04,35.22,40.4,27.14,33.93,95.98,13.25,36.14,23.57
15.65761,32.54961,2015,260,0.03,36.54,41.56,27.13,34.56,95.87,14.43,35.82,23.42
15.65761,32.54961,2015,261,0.03,43.55,38.17,28.21,33.09,95.98,9.96,36.26,21.88
15.65761,32.54961,2015,262,0.02,41.77,40.49,27.13,33.37,96.14,13.36,35.82,18.45
15.65761,32.54961,2015,263,0,33.34,41.86,26.59,34.45,96.03,15.27,35.52,23.38
15.65761,32.54961,2015,264,0,29.03,43.38,27.85,35.36,95.77,15.53,36.62,23.14
15.65761,32.54961,2015,265,0,36.1,40.91,28.28,34.13,95.85,12.63,36.04,23
15.65761,32.54961,2015,266,0,34.97,38.85,28.25,33.4,96.09,10.6,35.42,22.27
15.65761,32.54961,2015,267,0,35.69,41.14,26.58,33.59,96.03,14.56,35.95,23.44
15.65761,32.54961,2015,268,0,30.41,42.84,25.96,34.25,95.85,16.88,36.18,23.66
15.65761,32.54961,2015,269,0,32.15,42.47,26.28,34.62,95.76,16.19,35.27,22.02
15.65761,32.54961,2015,270,0,32.6,41.72,28.02,34.91,95.83,13.7,35.25,22.31
15.65761,32.54961,2015,271,0,37.35,40.81,27.83,33.88,95.88,12.98,35.26,22.71
15.65761,32.54961,2015,272,0,33.2,39.96,27.95,33.73,95.89,12.01,34.91,23.54
15.65761,32.54961,2015,273,0.36,33.58,41.25,26.67,33.97,95.82,14.57,35.09,22.7
15.65761,32.54961,2015,274,0.09,35.24,39.64,27.31,33.4,95.88,12.33,35.9,24.1
15.65761,32.54961,2015,275,0,30.47,40.99,27.49,34.32,95.95,13.5,35.55,19.99
15.65761,32.54961,2015,276,0,28.78,40.99,27.83,34.16,96.11,13.16,35.57,23.62
15.65761,32.54961,2015,277,0,22.24,41.41,26.58,33.84,96.13,14.83,35.59,24.08
15.65761,32.54961,2015,278,0,24.38,41.48,26.41,34.26,95.98,15.07,33.95,23.55
15.65761,32.54961,2015,279,0,28.91,41.03,27.81,34.35,95.93,13.22,34.42,22.13
15.65761,32.54961,2015,280,0,28.43,39.62,26.68,33.14,96.06,12.94,34,23.45
15.65761,32.54961,2015,281,0,31.89,39.48,26.28,33.2,96.15,13.2,34.3,23.04
15.65761,32.54961,2015,282,0,20.23,40.99,27,33.98,96.01,13.99,34,22.56
15.65761,32.54961,2015,283,0,24.71,41.16,27.44,34.05,95.89,13.72,34.09,22.99
15.65761,32.54961,2015,284,0,22.97,41,26.11,33.46,95.96,14.88,33.74,23.27
15.65761,32.54961,2015,285,0,21.31,40.92,25.62,33.62,96.06,15.3,33.88,22.76
15.65761,32.54961,2015,286,0,29.76,40.57,27.19,34.23,96.03,13.39,33.42,21.5
15.65761,32.54961,2015,287,0.01,28.05,40.24,28.74,34.78,95.95,11.51,34.3,22.49
15.65761,32.54961,2015,288,0,19.3,42.11,29.02,35.2,95.85,13.09,32.91,22.9
15.65761,32.54961,2015,289,0,21.59,41.77,26.71,34.62,95.81,15.07,33.48,22.63
15.65761,32.54961,2015,290,0.01,32.28,40.06,28.04,34.03,95.99,12.03,33.04,21.94
15.65761,32.54961,2015,291,0,30.64,40.66,28.72,34.76,96.02,11.94,33.57,22.03
15.65761,32.54961,2015,292,0,30.13,40.23,29.37,34.2,96.1,10.86,33.26,21.89
15.65761,32.54961,2015,293,0,27.83,39.64,28.49,33.59,96.05,11.15,33.06,18.97
15.65761,32.54961,2015,294,0.03,29.31,39.51,28.54,33.82,95.93,10.97,33,20.74
15.65761,32.54961,2015,295,0.05,27.82,39.78,28.44,34.15,95.91,11.34,33.12,20.32
15.65761,32.54961,2015,296,0.08,31.48,39.99,28.21,33.93,95.88,11.78,-99,-99
15.65761,32.54961,2015,297,0.18,33.7,40.33,28.16,34.29,95.9,12.16,32.9,13.63
15.65761,32.54961,2015,298,0.24,35.79,39.27,28.82,33.77,96.02,10.45,32.09,21.04
15.65761,32.54961,2015,299,0.02,27.74,40.37,28.77,34.13,96.06,11.6,32.05,21.19
15.65761,32.54961,2015,300,0,20.82,38.43,26.57,31.9,96.08,11.86,31.83,21.66
15.65761,32.54961,2015,301,0,20.36,36.7,23.69,29.7,96.04,13.01,32.64,21.66
15.65761,32.54961,2015,302,0,18.59,34.89,21,27.63,96.1,13.89,32.26,22.02
15.65761,32.54961,2015,303,0,15.92,34.89,19.85,27.12,96.24,15.04,32.14,21.54
15.65761,32.54961,2015,304,0,15.43,36.39,19.91,27.87,96.24,16.48,31.3,21.78
15.65761,32.54961,2015,305,0,25.17,37.13,21.24,29.08,96.15,15.9,31.59,21.7
15.65761,32.54961,2015,306,0,22.6,37.53,22.34,29.44,96.02,15.19,31.47,22.04
15.65761,32.54961,2015,307,0,18.4,36.77,20.44,28.07,96.06,16.33,31.35,22.28
15.65761,32.54961,2015,308,0,22.55,35.18,20.42,27.32,96.18,14.76,31.23,21.99
15.65761,32.54961,2015,309,0,21.24,34.07,19.76,26.53,96.37,14.31,31.11,20.72
15.65761,32.54961,2015,310,0,19.99,33.76,19.81,26.17,96.39,13.95,30.99,21.35
15.65761,32.54961,2015,311,0,21.29,35.41,19.18,26.95,96.29,16.23,30.87,21.44
15.65761,32.54961,2015,312,0,24.13,35.78,20.35,27.67,96.34,15.44,30.76,21.31
15.65761,32.54961,2015,313,0,19.13,34.62,19.42,26.44,96.39,15.19,30.64,21.41
15.65761,32.54961,2015,314,0,23.24,32.43,17.03,24.21,96.38,15.39,30.53,21.8
15.65761,32.54961,2015,315,0,21.94,31.4,16.29,23.24,96.39,15.11,30.41,21.7
15.65761,32.54961,2015,316,0,19.93,33.36,15.76,24.1,96.37,17.59,30.3,21.82
15.65761,32.54961,2015,317,0,23.17,35.74,18.55,26.67,96.35,17.19,30.19,21.15
15.65761,32.54961,2015,318,0,18.41,36.93,19.13,27.44,96.16,17.81,30.08,21.35
15.65761,32.54961,2015,319,0,27.51,37.89,19.79,28.74,95.94,18.09,29.97,20.48
15.65761,32.54961,2015,320,0,19.51,35.92,21.2,27.94,96.07,14.72,29.87,20.06
15.65761,32.54961,2015,321,0,24.9,33.36,19.71,25.88,96.31,13.65,29.76,19.95
15.65761,32.54961,2015,322,0,23.63,31.64,17.12,23.78,96.38,14.51,29.66,20.74
15.65761,32.54961,2015,323,0,24.85,33,16.14,24.1,96.31,16.86,29.56,20.92
15.65761,32.54961,2015,324,0,27.69,34.15,17.75,25.36,96.22,16.4,29.47,20.64
15.65761,32.54961,2015,325,0,22.72,35.01,17.92,25.88,96.08,17.09,29.37,20.54
15.65761,32.54961,2015,326,0,23,35.42,18.15,26.24,96.14,17.27,29.28,20.48
15.65761,32.54961,2015,327,0,21.75,34.4,18.43,25.57,96.28,15.97,29.18,20.56
15.65761,32.54961,2015,328,0,21.05,33.29,16.83,24.12,96.28,16.47,29.1,20.89
15.65761,32.54961,2015,329,0,20.76,31.01,14.85,22.05,96.17,16.16,29.01,20.79
15.65761,32.54961,2015,330,0,20.14,33.43,14.4,23.46,96.13,19.03,28.92,20.86
15.65761,32.54961,2015,331,0,17.09,35.62,16.93,25.74,96.26,18.69,28.84,20.2
15.65761,32.54961,2015,332,0,22.46,36.52,19.23,27.18,96.35,17.3,28.76,20.01
15.65761,32.54961,2015,333,0,34.65,35.99,20.12,27.52,96.28,15.86,28.69,19.95
15.65761,32.54961,2015,334,0,32.01,36.43,20.7,27.99,96.21,15.73,28.61,19.67
15.65761,32.54961,2015,335,0.4,28.87,33.43,19.68,26.31,96.4,13.75,28.54,18.72
15.65761,32.54961,2015,336,4.58,38.54,28.96,19.63,23.65,96.65,9.33,28.47,10.6
15.65761,32.54961,2015,337,0,37.19,30.11,17.12,23.23,96.63,12.99,28.41,19.32
15.65761,32.54961,2015,338,0,38.82,32.08,17.02,24.41,96.52,15.06,28.35,19.33
15.65761,32.54961,2015,339,0,26.77,30.14,17.69,23.08,96.59,12.45,28.29,19.37
15.65761,32.54961,2015,340,0,25.6,29.24,15.05,21.1,96.72,14.19,28.23,19.71
15.65761,32.54961,2015,341,0,32.96,30.14,13.41,21.37,96.66,16.73,28.18,19.61
15.65761,32.54961,2015,342,0,33.42,28.58,15.3,21.02,96.62,13.27,28.13,19.74
15.65761,32.54961,2015,343,0,24.75,29.8,13.4,20.95,96.58,16.4,28.09,20.05
15.65761,32.54961,2015,344,0,25.4,29.41,12.57,20.46,96.64,16.84,28.05,19.82
15.65761,32.54961,2015,345,0,24.88,28.53,12.44,19.69,96.68,16.09,28.01,19.96
15.65761,32.54961,2015,346,0,24.78,27.02,11.02,18.29,96.64,16,27.98,20.22
15.65761,32.54961,2015,347,0,30.7,25.45,10.47,17.46,96.66,14.97,27.95,20.37
15.65761,32.54961,2015,348,0,28.48,23.97,9.99,16.32,96.8,13.98,27.92,20.12
15.65761,32.54961,2015,349,0,30.27,26.24,9.78,17.49,96.72,16.46,27.9,20.1
15.65761,32.54961,2015,350,0,31.82,27.65,10.58,18.64,96.61,17.07,27.88,19.59
15.65761,32.54961,2015,351,0,29.1,26.66,11.87,18.7,96.71,14.78,27.86,19.51
15.65761,32.54961,2015,352,0,24.48,26.44,11.58,18.26,96.78,14.86,27.85,19.76
15.65761,32.54961,2015,353,0,24.34,27.12,11.23,18.43,96.8,15.88,27.84,19.82
15.65761,32.54961,2015,354,0,27.51,28.47,11.72,19.21,96.77,16.75,27.84,19.45
15.65761,32.54961,2015,355,0,33.94,28.85,11.7,19.72,96.68,17.14,27.84,19.53
15.65761,32.54961,2015,356,0,31.58,28.39,12.19,19.75,96.65,16.2,27.84,19.56
15.65761,32.54961,2015,357,0,25.16,27.57,12.34,19.33,96.81,15.22,27.85,19.64
15.65761,32.54961,2015,358,0,21.85,26.48,11.97,18.26,96.93,14.52,27.86,19.01
15.65761,32.54961,2015,359,0,25.29,26.95,10.32,17.93,96.91,16.63,27.87,19.64
15.65761,32.54961,2015,360,0,29.69,26.66,10.73,18.05,96.72,15.93,27.89,19.99
15.65761,32.54961,2015,361,0,27.6,27.41,10.69,18.19,96.61,16.72,27.91,20.14
15.65761,32.54961,2015,362,0,26.38,30.37,10.86,19.92,96.51,19.51,27.94,20.24
15.65761,32.54961,2015,363,0,27.3,31.15,13.5,21.56,96.57,17.64,27.97,19.59
15.65761,32.54961,2015,364,0,25.06,26.97,13.03,19.16,96.64,13.95,28,19.57
15.65761,32.54961,2015,365,0,27.69,27.47,10.57,18.24,96.61,16.9,28.04,19.5
15.65761,32.54961,2016,1,0,27.99,26.66,11.06,18.16,96.82,15.6,28.08,19.9
15.65761,32.54961,2016,2,0,26.55,26.13,10.96,17.92,96.94,15.17,28.12,19.71
15.65761,32.54961,2016,3,0,33.46,27.97,10.8,18.66,96.75,17.17,28.17,19.54
15.65761,32.54961,2016,4,0,26.35,28.65,11.51,19.38,96.65,17.14,28.22,19.74
15.65761,32.54961,2016,5,0,25.38,29.86,12.24,20.07,96.57,17.61,28.27,19.79
15.65761,32.54961,2016,6,0,28.2,30.81,11.65,20.58,96.51,19.15,28.33,20.17
15.65761,32.54961,2016,7,0,24.77,31.58,12.34,21.15,96.55,19.24,28.39,20.55
15.65761,32.54961,2016,8,0,22.95,31.04,13.8,21.57,96.56,17.24,28.46,20.54
15.65761,32.54961,2016,9,0,18.71,29.41,12.82,20.16,96.56,16.59,28.52,20.29
15.65761,32.54961,2016,10,0,25.2,29.58,11.9,19.98,96.48,17.68,28.59,20.15
15.65761,32.54961,2016,11,0,25.23,31.15,12.83,21.11,96.43,18.32,28.67,20.5
15.65761,32.54961,2016,12,0,27.41,31.21,13.33,21.54,96.39,17.87,28.75,20.39
15.65761,32.54961,2016,13,0,27.69,31.84,14.36,22.29,96.41,17.48,28.83,20.22
15.65761,32.54961,2016,14,0,29.77,31.83,15.4,22.77,96.37,16.43,28.91,20.42
15.65761,32.54961,2016,15,0,20.91,30.74,14.06,21.51,96.45,16.68,29,20.86
15.65761,32.54961,2016,16,0,18.55,30.7,12.42,20.73,96.43,18.28,29.09,21.24
15.65761,32.54961,2016,17,0,17.66,31.44,12.11,20.91,96.35,19.33,29.18,21.01
15.65761,32.54961,2016,18,0,14.08,29.15,12.39,19.69,96.45,16.76,29.27,21.12
15.65761,32.54961,2016,19,0,19.49,26.32,10.35,17.42,96.6,15.97,29.37,21.01
15.65761,32.54961,2016,20,0,23.96,29.04,9.11,18.38,96.49,19.93,29.47,21.19
15.65761,32.54961,2016,21,0,26.34,30.94,12.05,20.5,96.38,18.89,29.57,20.91
15.65761,32.54961,2016,22,0,25.15,31.59,12.54,21.25,96.37,19.05,29.68,21.28
15.65761,32.54961,2016,23,0,23.29,30.36,12.56,20.46,96.45,17.79,29.78,21.42
15.65761,32.54961,2016,24,0,22.79,26.65,11.33,18.29,96.82,15.32,29.89,21.62
15.65761,32.54961,2016,25,0,25.96,25.76,10.68,17.46,96.96,15.08,30,21.54
15.65761,32.54961,2016,26,0,21.09,24.07,9.5,16.05,96.99,14.57,-99,21.64
15.65761,32.54961,2016,27,0,22.25,23.39,8.38,15.23,97.03,15.01,30.23,21.87
15.65761,32.54961,2016,28,0,21.92,23.07,7.17,14.49,96.98,15.91,30.34,22.15
15.65761,32.54961,2016,29,0,26.47,24.55,6.84,15.38,96.98,17.7,30.46,21.59
15.65761,32.54961,2016,30,0,30.21,25.63,8.01,16.46,96.86,17.62,30.58,22.04
15.65761,32.54961,2016,31,0,29.32,27.69,9.42,18.05,96.76,18.27,30.7,22.01
15.65761,32.54961,2016,32,0,20.4,28.38,10.39,18.66,96.67,17.99,30.82,21.54
15.65761,32.54961,2016,33,0,19.7,28.92,10.36,18.99,96.65,18.56,30.94,21.87
15.65761,32.54961,2016,34,0,22.47,29.72,10.32,19.25,96.61,19.4,31.06,22.06
15.65761,32.54961,2016,35,0,22.2,32.49,11.48,21.27,96.46,21.01,31.19,21.98
15.65761,32.54961,2016,36,0,17.48,32.79,13.03,22.11,96.45,19.77,31.31,22.32
15.65761,32.54961,2016,37,0,18.77,31.02,12.8,21.2,96.54,18.22,31.44,22.11
15.65761,32.54961,2016,38,0,22.71,28.4,12.09,19.33,96.68,16.31,31.57,22.51
15.65761,32.54961,2016,39,0,19.7,28.11,10.08,18.19,96.7,18.03,31.7,22.84
15.65761,32.54961,2016,40,0,17.36,29.58,9.78,19.08,96.56,19.8,31.82,22.68
15.65761,32.54961,2016,41,0,15.64,28.12,10.63,18.51,96.61,17.49,31.95,22.82
15.65761,32.54961,2016,42,0,20.23,29.45,9.74,19.16,96.6,19.71,32.08,22.84
15.65761,32.54961,2016,43,0,19.73,30.65,11.78,20.34,96.49,18.88,32.21,22.92
15.65761,32.54961,2016,44,0,23.91,32.96,11.66,21.98,96.38,21.31,32.34,22.65
15.65761,32.54961,2016,45,0,27.66,34.28,15.43,24.55,96.34,18.85,32.47,21.96
15.65761,32.54961,2016,46,0,31.94,35.12,17.8,26.06,96.32,17.32,32.6,22.48
15.65761,32.54961,2016,47,0,41.78,31.85,19.54,25.86,96.29,12.3,32.73,22.57
15.65761,32.54961,2016,48,0,35.45,36.08,19.43,27.21,96.16,16.66,32.86,22.68
15.65761,32.54961,2016,49,0,31.16,36.35,19.15,26.9,96.11,17.2,32.99,23.17
15.65761,32.54961,2016,50,0,26.38,37.88,18.84,27.72,96.04,19.04,33.12,23.27
15.65761,32.54961,2016,51,0,26.07,38.49,19.45,28.39,96,19.04,33.25,23.21
15.65761,32.54961,2016,52,0,25.3,35.46,18.93,26.34,96.07,16.53,33.38,23.31
15.65761,32.54961,2016,53,0,21.63,30.05,16.1,22.05,96.33,13.96,33.51,23.97
15.65761,32.54961,2016,54,0,17.85,30.51,12.87,20.93,96.5,17.65,-99,-99
15.65761,32.54961,2016,55,0,14.64,33.67,13.48,22.79,96.38,20.19,33.76,24.68
15.65761,32.54961,2016,56,0,12.61,34.63,14.24,23.7,96.28,20.39,33.89,24.42
15.65761,32.54961,2016,57,0,11.44,35.33,14.37,24.37,96.2,20.96,34.01,24.39
15.65761,32.54961,2016,58,0,9.46,36.02,14.91,24.9,96.22,21.11,34.13,24.85
15.65761,32.54961,2016,59,0,16.43,38.68,16.83,27.46,96.21,21.85,34.26,23.92
15.65761,32.54961,2016,60,0,23.63,39.36,20.59,29.17,96.2,18.77,34.38,23.9
15.65761,32.54961,2016,61,0,13.42,39.92,19,28.8,96.01,20.92,34.5,23.99
15.65761,32.54961,2016,62,0,12.01,40.12,18.77,28.69,95.79,21.35,34.62,24.28
15.65761,32.54961,2016,63,0,11,39.82,18.72,28.75,95.82,21.1,34.73,24.21
15.65761,32.54961,2016,64,0,17.07,36.72,18.84,26.89,96.06,17.87,34.85,23.62
15.65761,32.54961,2016,65,0,13.08,37.32,18.04,26.92,96.14,19.28,34.97,23.61
15.65761,32.54961,2016,66,0,11.66,37.91,17.89,27.29,96.02,20.02,35.08,24.19
15.65761,32.54961,2016,67,0,9.95,38.19,18.04,27.69,95.95,20.15,35.19,24.37
15.65761,32.54961,2016,68,0,7.6,38.8,18.59,28.24,95.91,20.21,35.3,24.54
15.65761,32.54961,2016,69,0,7.22,41.42,20.36,30.45,95.81,21.06,35.41,24.38
15.65761,32.54961,2016,70,0,8.19,43.13,22.55,32.58,95.74,20.58,35.52,23.92
15.65761,32.54961,2016,71,0,11.49,43.7,23.28,33.39,95.73,20.42,35.62,23.89
15.65761,32.54961,2016,72,0,17.16,43.9,24.8,34.36,95.67,19.1,35.73,23.4
15.65761,32.54961,2016,73,0,22.61,39.16,25.54,32.04,95.81,13.62,35.83,23.29
15.65761,32.54961,2016,74,0,30.8,36.66,25.13,30.44,96.15,11.52,35.93,22.42
15.65761,32.54961,2016,75,0,25.25,36.48,24.48,30.45,96.27,12,36.03,23.63
15.65761,32.54961,2016,76,0,20.25,37.12,23.25,29.81,96.3,13.87,36.13,23.91
15.65761,32.54961,2016,77,0,15.49,36.69,21.74,28.89,96.39,14.95,36.22,24.21
15.65761,32.54961,2016,78,0,14.12,37.42,20.63,28.72,96.35,16.79,36.32,24.81
15.65761,32.54961,2016,79,0,14.32,38.31,20.47,29.05,96.23,17.84,36.41,24.78
15.65761,32.54961,2016,80,0,12.79,39.73,21.07,30.13,96.18,18.66,36.5,25.06
15.65761,32.54961,2016,81,0,13.3,38.45,21.31,29.25,96.24,17.13,36.59,24.98
15.65761,32.54961,2016,82,0,10.83,34.95,18.1,25.9,96.3,16.85,36.67,26.11
15.65761,32.54961,2016,83,0,8.69,35.22,14.4,24.77,96.16,20.82,36.75,26.35
15.65761,32.54961,2016,84,0,10.29,37.69,17.2,27.18,96.01,20.49,36.84,26.29
15.65761,32.54961,2016,85,0,10.7,40.84,18.99,29.91,95.92,21.85,36.91,25.33
