LAT,LON,YEAR,MO,DY,T2M_RANGE,T2MWET,T2M_MAX,T2M_MIN,T2M,PRECTOT,QV2M,RH2M
15.55131,32.53211,2014,12,22,16.54,4.69,29.85,13.32,21.2,0,5.57,34.17
15.55131,32.53211,2014,12,23,14.72,2.84,29.31,14.59,21.04,0,4.88,30.25
15.55131,32.53211,2014,12,24,16.73,0.77,29.5,12.77,20.43,0,4.17,26.9
15.55131,32.53211,2014,12,25,18.22,4.62,31.56,13.34,21.8,0,5.52,32.63
15.55131,32.53211,2014,12,26,17.9,2.69,32.15,14.25,22.45,0,4.78,27.2
15.55131,32.53211,2014,12,27,17.91,0.8,32.44,14.53,22.65,0,4.17,23.45
15.55131,32.53211,2014,12,28,17.17,-1.73,31.18,14.02,21.56,0,3.43,20.68
15.55131,32.53211,2014,12,29,19.48,4.17,32.5,13.03,22.18,0,5.49,31.77
15.55131,32.53211,2014,12,30,15.98,9.43,33.26,17.28,24.28,0,7.89,40.05
15.55131,32.53211,2014,12,31,18.08,6.25,34.77,16.69,24.88,0,6.37,31.17
15.55131,32.53211,2015,1,1,18.68,6.4,35.19,16.51,25.09,0,6.38,30.89
15.55131,32.53211,2015,1,2,17.86,2.32,33.82,15.96,23.87,0,4.75,24.76
15.55131,32.53211,2015,1,3,16.2,7.44,31.6,15.4,22.85,0,6.76,37.51
15.55131,32.53211,2015,1,4,14.51,-2.33,27.39,12.89,19.24,0,3.4,23.61
15.55131,32.53211,2015,1,5,17.58,-3.75,27.2,9.62,17.65,0,3.11,23.83
15.55131,32.53211,2015,1,6,15.31,-3.06,25.65,10.33,17.21,0,3.1,24.47
15.55131,32.53211,2015,1,7,16.27,-3.61,25.83,9.56,16.92,0,2.95,23.77
15.55131,32.53211,2015,1,8,15.35,-5.02,24.51,9.16,16.01,0,2.63,22.52
15.55131,32.53211,2015,1,9,14.46,-6.58,22.19,7.73,14.12,0,2.29,22.1
15.55131,32.53211,2015,1,10,14.28,-4,20.75,6.46,12.95,0,2.86,29.87
15.55131,32.53211,2015,1,11,17.31,-3.25,23.14,5.83,14.03,0,3.06,29.67
15.55131,32.53211,2015,1,12,18.05,-0.16,25.68,7.63,16.52,0,4.06,33.46
15.55131,32.53211,2015,1,13,17.05,0.6,28.61,11.55,19.25,0,4.21,29.23
15.55131,32.53211,2015,1,14,17.02,1.36,28.12,11.09,19.11,0,4.34,30.39
15.55131,32.53211,2015,1,15,15.51,-2.11,26.34,10.83,17.74,0,3.37,25.72
15.55131,32.53211,2015,1,16,17.8,-3.33,27.13,9.34,17.4,0,3.1,24.23
15.55131,32.53211,2015,1,17,17.78,-2.1,27.27,9.49,17.68,0,3.39,25.98
15.55131,32.53211,2015,1,18,18.34,-3.79,27.62,9.28,17.78,0,2.94,22.39
15.55131,32.53211,2015,1,19,18.25,-2.16,27.78,9.54,18.12,0,3.4,25.31
15.55131,32.53211,2015,1,20,19.03,-1.28,29.96,10.93,19.82,0,3.6,24.09
15.55131,32.53211,2015,1,21,18.96,-2.46,31.95,12.99,21.85,0,3.27,19.34
15.55131,32.53211,2015,1,22,19.2,2.11,33.84,14.63,23.69,0,4.68,24.7
15.55131,32.53211,2015,1,23,18.96,5.36,35.5,16.53,25.37,0,6.06,28.8
15.55131,32.53211,2015,1,24,18.47,6.84,35.48,17.02,25.68,0,6.6,30.75
15.55131,32.53211,2015,1,25,18.62,2.27,35.9,17.28,25.66,0,4.7,21.98
15.55131,32.53211,2015,1,26,18.83,1.22,35.99,17.15,25.7,0,4.33,20.22
15.55131,32.53211,2015,1,27,19.2,1.79,36.41,17.21,26.01,0,4.53,20.74
15.55131,32.53211,2015,1,28,18.38,2.07,36.59,18.21,26.69,0,4.6,20.22
15.55131,32.53211,2015,1,29,18.94,2.36,37.23,18.29,26.92,0,4.71,20.45
15.55131,32.53211,2015,1,30,17.13,-2.8,35.04,17.91,25.54,0,3.17,14.96
15.55131,32.53211,2015,1,31,19.21,3.52,36.46,17.25,26.36,0,5.45,24.51
15.55131,32.53211,2015,2,1,17.26,8.62,36.53,19.27,27.01,0,7.5,32.36
15.55131,32.53211,2015,2,2,18,5.79,36.86,18.86,27.15,0,6.08,26.02
15.55131,32.53211,2015,2,3,18.06,2.94,36.63,18.57,26.88,0,4.93,21.46
15.55131,32.53211,2015,2,4,18.46,2.83,36.51,18.06,26.7,0,4.94,21.74
15.55131,32.53211,2015,2,5,17.23,7.29,36.46,19.23,26.94,0,7.01,30.35
15.55131,32.53211,2015,2,6,19.67,5.67,37.98,18.31,27.73,0,6.11,25.26
15.55131,32.53211,2015,2,7,19.71,0.16,38.71,19,27.79,0,4.09,16.86
15.55131,32.53211,2015,2,8,20.14,-3.1,37.82,17.68,26.89,0,3.1,13.47
15.55131,32.53211,2015,2,9,20.07,-5.72,36.63,16.55,25.82,0,2.47,11.44
15.55131,32.53211,2015,2,10,20.39,-7.01,36.37,15.97,25.39,0,2.2,10.46
15.55131,32.53211,2015,2,11,17.68,-6.41,34.45,16.77,24.7,0,2.31,11.48
15.55131,32.53211,2015,2,12,15.95,-4.67,30.08,14.13,21.29,0,2.71,16.56
15.55131,32.53211,2015,2,13,16.46,-7.47,29.38,12.93,20.3,0,2.11,13.73
15.55131,32.53211,2015,2,14,20.15,-5.4,32.43,12.28,21.78,0,2.57,15.24
15.55131,32.53211,2015,2,15,19.48,-2.98,34.45,14.97,24.12,0,3.14,16.1
15.55131,32.53211,2015,2,16,19.21,-3,35.72,16.51,25.91,0,3.11,14.36
15.55131,32.53211,2015,2,17,19.02,-4.08,37.84,18.82,28.12,0,2.83,11.47
15.55131,32.53211,2015,2,18,19.06,-2.87,39.25,20.19,29.21,0,3.16,11.99
15.55131,32.53211,2015,2,19,17.29,1.02,35.57,18.28,26.3,0,4.27,19.24
15.55131,32.53211,2015,2,20,14.88,-3.4,31.6,16.72,23.21,0,3.01,16.33
15.55131,32.53211,2015,2,21,15.87,-6.92,29.26,13.4,20.42,0,2.26,14.57
15.55131,32.53211,2015,2,22,18.85,-6,31.35,12.49,21.26,0,2.47,15.1
15.55131,32.53211,2015,2,23,20.55,0.3,35.05,14.5,24.38,0,4.18,21.11
15.55131,32.53211,2015,2,24,20.72,-2.52,38.39,17.67,27.52,0,3.26,13.63
15.55131,32.53211,2015,2,25,17.48,-1.54,35.86,18.38,26.27,0,3.5,15.78
15.55131,32.53211,2015,2,26,20.23,5.86,38.06,17.83,27.67,0,6.19,25.66
15.55131,32.53211,2015,2,27,18.95,8.26,40.62,21.68,30.49,0,7.49,26.35
15.55131,32.53211,2015,2,28,16.17,5.34,37.95,21.78,29.4,0,5.91,22.14
15.55131,32.53211,2015,3,1,17.46,6.78,37.78,20.32,28.85,0,6.53,25.26
15.55131,32.53211,2015,3,2,17.67,8.58,39.43,21.77,30.02,0,7.47,26.97
15.55131,32.53211,2015,3,3,17.1,8.94,39.84,22.74,30.89,0,7.66,26.33
15.55131,32.53211,2015,3,4,14.27,4.66,37.13,22.86,29.39,0,5.67,21.32
15.55131,32.53211,2015,3,5,14.78,0.28,35.81,21.03,27.83,0,4.06,16.71
15.55131,32.53211,2015,3,6,16.37,3.48,36.71,20.34,28.32,0,5.11,20.47
15.55131,32.53211,2015,3,7,17.03,2.73,38.35,21.32,29.61,0,4.84,17.97
15.55131,32.53211,2015,3,8,18.63,3.53,40.28,21.65,30.78,0,5.13,17.8
15.55131,32.53211,2015,3,9,18.41,4.1,41.36,22.94,31.65,0,5.38,17.75
15.55131,32.53211,2015,3,10,17.81,5.53,40.86,23.05,31.23,0,6.24,21.06
15.55131,32.53211,2015,3,11,18.13,7.41,40.82,22.69,31.42,0,7.06,23.53
15.55131,32.53211,2015,3,12,16.25,5.43,39.38,23.13,30.79,0,5.9,20.42
15.55131,32.53211,2015,3,13,17.13,5.65,37.68,20.55,28.59,0,6.05,23.76
15.55131,32.53211,2015,3,14,19.1,3.48,39.08,19.98,29.17,0,5.16,19.63
15.55131,32.53211,2015,3,15,17.68,2.22,38.28,20.6,29.26,0,4.81,18.2
15.55131,32.53211,2015,3,16,16.73,2.49,37.58,20.85,28.86,0,4.84,18.76
15.55131,32.53211,2015,3,17,17.1,-6.44,36.28,19.18,27.19,0,2.31,9.88
15.55131,32.53211,2015,3,18,17.23,-5.64,35.39,18.16,26.32,0,2.48,11.18
15.55131,32.53211,2015,3,19,16.6,-7.82,34.97,18.36,26.15,0,2.03,9.23
15.55131,32.53211,2015,3,20,17.5,-8.6,35.16,17.66,25.97,0,1.87,8.59
15.55131,32.53211,2015,3,21,18.38,-6.22,35.71,17.33,26.06,0,2.37,10.83
15.55131,32.53211,2015,3,22,17.61,-3.95,35.41,17.8,26.17,0,2.92,13.28
15.55131,32.53211,2015,3,23,17.94,-1,35.99,18.06,26.68,0,3.76,16.54
15.55131,32.53211,2015,3,24,20.19,-4.45,37.3,17.11,27.24,0,2.79,11.89
15.55131,32.53211,2015,3,25,19.83,-1.15,38.87,19.04,29,0,3.66,14.07
15.55131,32.53211,2015,3,26,18.87,-0.79,40.11,21.24,30.52,0,3.74,13.16
15.55131,32.53211,2015,3,27,18.76,0.04,40.97,22.21,31.34,0,3.97,13.32
15.55131,32.53211,2015,3,28,20.14,0.67,42.52,22.39,32.57,0,4.17,13.02
15.55131,32.53211,2015,3,29,19.5,-0.71,43.23,23.73,33.73,0,3.77,11.03
15.55131,32.53211,2015,3,30,17.06,3.99,41.05,23.99,32.42,0,5.35,16.88
15.55131,32.53211,2015,3,31,16.3,4.14,41.36,25.06,32.77,0,5.53,17.12
15.55131,32.53211,2015,4,1,15.83,-0.25,39.88,24.05,31.48,0,3.89,12.98
15.55131,32.53211,2015,4,2,16.7,-1.84,38.88,22.18,30.09,0,3.45,12.47
15.55131,32.53211,2015,4,3,17.47,-4.09,39.14,21.67,30.19,0,2.85,10.2
15.55131,32.53211,2015,4,4,16.78,-2.29,38.21,21.43,30.07,0,3.31,11.93
15.55131,32.53211,2015,4,5,15.09,0.3,38,22.91,30.39,0,4.11,14.56
15.55131,32.53211,2015,4,6,17.34,-1.98,39.42,22.08,30.68,0,3.39,11.85
15.55131,32.53211,2015,4,7,16.69,-10,37.87,21.17,29.04,0,1.6,6.16
15.55131,32.53211,2015,4,8,20.89,-4.23,40,19.11,29.74,0,2.92,10.73
15.55131,32.53211,2015,4,9,19.59,-5.83,41.04,21.45,31.22,0,2.45,8.27
15.55131,32.53211,2015,4,10,17.13,-3.16,38.75,21.62,29.77,0,3.14,11.56
15.55131,32.53211,2015,4,11,13.16,-3.68,32.86,19.7,25.59,0,2.93,13.8
15.55131,32.53211,2015,4,12,14.85,-7.11,31.03,16.19,23.19,0,2.18,11.89
15.55131,32.53211,2015,4,13,16.21,-9.34,32.44,16.23,24.04,0,1.73,8.95
15.55131,32.53211,2015,4,14,18.04,-4.58,34.66,16.62,25.61,0,2.79,13.11
15.55131,32.53211,2015,4,15,16.1,-9.81,33.78,17.68,25.5,0,1.64,7.77
15.55131,32.53211,2015,4,16,14.61,-7.92,33.93,19.32,26.19,0,2,9.12
15.55131,32.53211,2015,4,17,14.92,-5.97,34.24,19.33,26.45,0,2.4,10.76
15.55131,32.53211,2015,4,18,16.35,-3.28,34.9,18.55,26.56,0,3.1,13.81
15.55131,32.53211,2015,4,19,18.84,-5.41,36.98,18.14,27.44,0,2.55,10.76
15.55131,32.53211,2015,4,20,19.43,-5.21,39.1,19.68,29.28,0,2.59,9.82
15.55131,32.53211,2015,4,21,20.57,-5.2,40.63,20.06,30.38,0,2.59,9.2
15.55131,32.53211,2015,4,22,19.89,-5.89,41.47,21.58,31.4,0,2.48,8.3
15.55131,32.53211,2015,4,23,18.27,-0.32,41.38,23.11,32.17,0,4.01,12.85
15.55131,32.53211,2015,4,24,16.64,0.19,39.47,22.83,30.92,0,4.02,13.86
15.55131,32.53211,2015,4,25,17.14,-3.32,38.53,21.39,29.62,0,3.1,11.49
15.55131,32.53211,2015,4,26,19,-8.59,39,20,29.42,0,1.89,7.09
15.55131,32.53211,2015,4,27,19.26,-8,39.94,20.67,30.45,0,2.02,7.15
15.55131,32.53211,2015,4,28,19.36,2.11,42.05,22.69,32.74,0,5.05,15.65
15.55131,32.53211,2015,4,29,16.48,8.15,43.38,26.89,35.08,0,7.23,19.63
15.55131,32.53211,2015,4,30,16.21,6.72,43.57,27.36,35.06,0,6.58,17.85
15.55131,32.53211,2015,5,1,17.54,6.5,44.13,26.59,35.39,0,6.43,17.14
15.55131,32.53211,2015,5,2,15.52,10.54,43.39,27.87,35.77,0,8.57,22.35
15.55131,32.53211,2015,5,3,12.98,8.88,41.23,28.25,34.82,0,7.88,21.7
15.55131,32.53211,2015,5,4,15.07,-2.61,40.46,25.39,32.57,0,3.29,10.3
15.55131,32.53211,2015,5,5,17.95,-6.48,40.08,22.12,31.21,0,2.3,7.8
15.55131,32.53211,2015,5,6,18.42,-3.21,40.01,21.59,30.97,0,3.08,10.57
15.55131,32.53211,2015,5,7,16.01,-0.55,41.31,25.3,33.26,0,3.79,11.43
15.55131,32.53211,2015,5,8,13.79,3.56,40.98,27.19,33.84,0,5.22,15.25
15.55131,32.53211,2015,5,9,16.13,4.99,41.38,25.25,33.41,0,5.75,17.19
15.55131,32.53211,2015,5,10,16.09,0.83,41.47,25.38,33.42,0,4.2,12.53
15.55131,32.53211,2015,5,11,16.7,-1.09,42.02,25.32,33.77,0,3.63,10.65
15.55131,32.53211,2015,5,12,15.87,-1.08,42.78,26.9,34.79,0,3.64,10.1
15.55131,32.53211,2015,5,13,16.48,0.29,43.4,26.93,35.32,0,4.04,10.86
15.55131,32.53211,2015,5,14,14.51,2.29,41.71,27.19,34.1,0,4.66,13.43
15.55131,32.53211,2015,5,15,15.31,3.72,40.57,25.27,32.82,0,5.18,16.04
15.55131,32.53211,2015,5,16,17.09,1.35,41.65,24.57,32.99,0,4.39,13.44
15.55131,32.53211,2015,5,17,17.92,-1.19,42.81,24.89,33.84,0,3.66,10.67
15.55131,32.53211,2015,5,18,18.17,-2.05,43.41,25.25,34.4,0,3.38,9.56
15.55131,32.53211,2015,5,19,18.24,-2.5,44.41,26.18,35.22,0,3.27,8.82
15.55131,32.53211,2015,5,20,18.03,-3.4,44.53,26.5,35.37,0,3.02,8.08
15.55131,32.53211,2015,5,21,17.04,-0.88,44.18,27.14,35.55,0,3.74,9.92
15.55131,32.53211,2015,5,22,15.72,-1.38,43.17,27.45,35.06,0,3.56,9.69
15.55131,32.53211,2015,5,23,16.29,-1.85,41.71,25.42,33.62,0,3.41,10.08
15.55131,32.53211,2015,5,24,17.66,-2.46,42.66,24.99,34.22,0,3.31,9.45
15.55131,32.53211,2015,5,25,15.48,2.08,42.92,27.44,35.16,0,4.62,12.51
15.55131,32.53211,2015,5,26,16.92,2.44,43.79,26.87,35.77,0,4.78,12.52
15.55131,32.53211,2015,5,27,14.54,13.21,42.82,28.28,35.8,0,10.41,27.14
15.55131,32.53211,2015,5,28,14.88,14.44,42.46,27.57,35.38,0.05,11,29.33
15.55131,32.53211,2015,5,29,13.37,13.66,42.85,29.48,36.48,0,10.36,25.98
15.55131,32.53211,2015,5,30,13.44,15.24,42.53,29.1,36.3,0,11.47,29.06
15.55131,32.53211,2015,5,31,13.93,12.96,43.45,29.51,37.13,0,10.01,24.22
15.55131,32.53211,2015,6,1,13.87,11.2,43.2,29.33,36.25,0,9.17,23.3
15.55131,32.53211,2015,6,2,12.48,15.29,41.64,29.15,35.51,0,11.54,30.54
15.55131,32.53211,2015,6,3,14.69,5.75,43.55,28.86,35.93,0,6.77,17.55
15.55131,32.53211,2015,6,4,18.12,3.52,44.76,26.64,36.02,0,5.25,13.54
15.55131,32.53211,2015,6,5,16.28,3.93,44.28,28,36.35,0,5.47,13.84
15.55131,32.53211,2015,6,6,13.23,14.57,42.38,29.15,35.8,0,11.31,29.44
15.55131,32.53211,2015,6,7,11.6,15.14,41.54,29.95,35.9,0,11.49,29.78
15.55131,32.53211,2015,6,8,16.89,5.19,44.8,27.92,36.42,0,6.22,15.69
15.55131,32.53211,2015,6,9,16.78,7.64,44.4,27.62,36.29,0,7.38,18.73
15.55131,32.53211,2015,6,10,14.97,15.98,43.63,28.65,36.36,0.08,12.14,30.61
15.55131,32.53211,2015,6,11,11.24,17.96,41.13,29.89,35.15,4.02,13.59,36.61
15.55131,32.53211,2015,6,12,13.27,11.79,41.76,28.5,34.92,0.01,9.57,26.18
15.55131,32.53211,2015,6,13,14.48,8.53,42.04,27.55,34.74,0.26,7.59,21.02
15.55131,32.53211,2015,6,14,14.46,7.65,41.92,27.46,34.48,0.02,7.53,21.14
15.55131,32.53211,2015,6,15,16.08,3.28,42.01,25.93,34.12,0,5.09,14.61
15.55131,32.53211,2015,6,16,16.03,2.44,41.72,25.69,33.91,0,4.74,13.75
15.55131,32.53211,2015,6,17,16.83,-0.15,41.6,24.78,33.37,0,3.93,11.72
15.55131,32.53211,2015,6,18,16.87,-0.03,41.09,24.22,33.25,0,4,12.03
15.55131,32.53211,2015,6,19,13.83,6.3,40.88,27.05,34.12,0.06,6.78,19.45
15.55131,32.53211,2015,6,20,15.53,4.48,41.39,25.86,33.79,0.38,5.89,17.21
15.55131,32.53211,2015,6,21,14.78,3.09,40.97,26.19,33.58,0,5.01,14.83
15.55131,32.53211,2015,6,22,16.89,5.64,41.72,24.83,33.73,0,6,17.62
15.55131,32.53211,2015,6,23,14.94,12.33,41.49,26.54,34.27,0,9.74,27.7
15.55131,32.53211,2015,6,24,13.63,14.18,41.35,27.72,34.9,0.09,10.76,29.52
15.55131,32.53211,2015,6,25,11.16,17.63,38.78,27.62,33.05,0.01,13.19,40.09
15.55131,32.53211,2015,6,26,14.12,13.08,40.71,26.59,33.6,0.01,10.15,29.94
15.55131,32.53211,2015,6,27,12.02,12.94,38.91,26.9,32.89,1.06,10.25,31.5
15.55131,32.53211,2015,6,28,12.97,15.61,39.86,26.89,33.23,0.69,12.06,36.34
15.55131,32.53211,2015,6,29,14.86,14.46,41.39,26.53,34.47,0,11.04,31.03
15.55131,32.53211,2015,6,30,15.23,11.1,42.42,27.2,35.25,0,9.19,24.7
15.55131,32.53211,2015,7,1,14.51,10.82,42.24,27.74,34.97,0.02,8.93,24.4
15.55131,32.53211,2015,7,2,11.7,12.91,40.82,29.13,34.48,0.03,10.43,29.3
15.55131,32.53211,2015,7,3,14.55,10.68,40.89,26.34,34.1,0,9.08,26.08
15.55131,32.53211,2015,7,4,13.49,6.36,40.91,27.42,34.23,0,6.7,19.13
15.55131,32.53211,2015,7,5,14.65,7.11,41.44,26.78,34.55,0,6.85,19.23
15.55131,32.53211,2015,7,6,14.63,9.03,41.78,27.15,34.47,0,8.13,22.9
15.55131,32.53211,2015,7,7,16.54,4.21,42.41,25.87,34.26,0,5.81,16.56
15.55131,32.53211,2015,7,8,16.13,2.8,42.88,26.76,34.87,0,4.85,13.36
15.55131,32.53211,2015,7,9,16.58,3.12,43.28,26.71,35.34,0,4.98,13.35
15.55131,32.53211,2015,7,10,16.38,3.73,42.66,26.28,35.23,0,5.29,14.28
15.55131,32.53211,2015,7,11,14.54,5.12,42.43,27.89,35.38,0,5.96,15.95
15.55131,32.53211,2015,7,12,14.92,2.17,41.79,26.87,34.25,0,4.95,14.09
15.55131,32.53211,2015,7,13,15.72,4.13,41.27,25.55,33.6,0,5.59,16.52
15.55131,32.53211,2015,7,14,13.22,12.95,40.58,27.36,34.29,0,10.11,28.65
15.55131,32.53211,2015,7,15,9.39,16.54,38.39,29,33.42,0.06,12.34,36.72
15.55131,32.53211,2015,7,16,13.86,14.59,39.95,26.09,33.47,0,10.91,32.4
15.55131,32.53211,2015,7,17,13.83,9.9,41.94,28.11,34.9,0,8.5,23.33
15.55131,32.53211,2015,7,18,16.74,1.01,43.25,26.51,35.2,0,4.28,11.57
15.55131,32.53211,2015,7,19,16.76,2.67,43.12,26.36,35.2,0,5.05,13.63
15.55131,32.53211,2015,7,20,13.15,15.79,40.7,27.55,33.92,0.01,12.16,35.11
15.55131,32.53211,2015,7,21,13.57,13.38,40.9,27.33,34.13,0,10.38,29.66
15.55131,32.53211,2015,7,22,13.23,15.22,40.83,27.6,34.01,0,11.46,32.96
15.55131,32.53211,2015,7,23,13.08,14.86,40.73,27.65,34.36,0.32,11.08,31.29
15.55131,32.53211,2015,7,24,11.48,16.03,39.43,27.95,33.59,1.74,11.95,35.21
15.55131,32.53211,2015,7,25,13.31,17.86,39.86,26.55,33.41,0.16,13.48,40.1
15.55131,32.53211,2015,7,26,14.5,15.13,41.75,27.25,34.71,0,11.39,31.5
15.55131,32.53211,2015,7,27,15.48,12.44,42.69,27.22,35.15,0,9.99,26.94
15.55131,32.53211,2015,7,28,14.03,15.32,41.8,27.77,34.28,0,11.94,33.76
15.55131,32.53211,2015,7,29,12.8,16.12,40.48,27.69,33.83,0,12.14,35.27
15.55131,32.53211,2015,7,30,14.79,16.33,41.62,26.83,34.58,0.01,12.22,34.02
15.55131,32.53211,2015,7,31,12.73,16.82,41.38,28.65,34.51,0.13,12.77,35.65
15.55131,32.53211,2015,8,1,12.06,17.9,40.44,28.38,33.64,3.17,13.57,39.78
15.55131,32.53211,2015,8,2,8.85,18.36,35.73,26.88,30.98,3.11,13.86,47.35
15.55131,32.53211,2015,8,3,12.75,16.69,38.01,25.26,30.71,0.26,12.46,43.21
15.55131,32.53211,2015,8,4,13.61,17.59,39.07,25.46,32.19,0.01,13.21,42.01
15.55131,32.53211,2015,8,5,10.74,18.78,37.28,26.54,31.54,0.28,14.17,46.79
15.55131,32.53211,2015,8,6,9.72,18.95,35.81,26.1,30.65,0.47,14.35,49.9
15.55131,32.53211,2015,8,7,12.77,17.89,38.85,26.09,32.58,0,13.46,41.91
15.55131,32.53211,2015,8,8,10.7,18.64,37.42,26.73,31,0.3,14.09,48.01
15.55131,32.53211,2015,8,9,11.66,18.8,36.9,25.24,31.12,0.35,14.22,48.09
15.55131,32.53211,2015,8,10,11,17.73,37.91,26.91,32.19,0.16,13.33,42.47
15.55131,32.53211,2015,8,11,13.46,17.1,40.36,26.9,33.57,0.17,12.76,37.6
15.55131,32.53211,2015,8,12,14.64,18.71,41.34,26.7,33.04,11.69,14.17,43
15.55131,32.53211,2015,8,13,11.44,19.83,36.27,24.83,30.21,0.29,15.14,53.97
15.55131,32.53211,2015,8,14,11.98,18.73,37.06,25.08,31.1,0,14.16,48.01
15.55131,32.53211,2015,8,15,9.95,19.5,36.42,26.47,30.89,0,14.88,50.96
15.55131,32.53211,2015,8,16,14.75,19.3,39.83,25.09,32.38,0,14.7,46.23
15.55131,32.53211,2015,8,17,11.57,19.4,38.96,27.4,32.91,0,14.79,45.15
15.55131,32.53211,2015,8,18,8.1,19.01,35.1,26.99,31.15,0.01,14.42,48.65
15.55131,32.53211,2015,8,19,11.29,17.86,37.3,26,31.09,0.02,13.39,45.37
15.55131,32.53211,2015,8,20,16.03,16.11,42.05,26.02,33.5,0,12.2,36.02
15.55131,32.53211,2015,8,21,12.76,19.26,38.78,26.02,32.09,0,14.73,47.02
15.55131,32.53211,2015,8,22,10.57,19.32,37.65,27.08,31.92,0.19,14.75,47.58
15.55131,32.53211,2015,8,23,13.12,18.19,39.92,26.8,33.19,0.02,13.74,41.32
15.55131,32.53211,2015,8,24,12.11,17.94,39.13,27.03,33.08,2.65,13.48,40.8
15.55131,32.53211,2015,8,25,13.34,16.15,40.4,27.07,33.03,0.44,12.27,37.22
15.55131,32.53211,2015,8,26,8.3,19.79,34.54,26.24,29.52,1.01,15.19,56.26
15.55131,32.53211,2015,8,27,9.75,18.43,34.95,25.2,29.7,1.74,13.97,51.32
15.55131,32.53211,2015,8,28,10.64,18.67,35.33,24.69,30.15,0.61,14.06,50.35
15.55131,32.53211,2015,8,29,11.64,19.89,37.18,25.54,31.5,0.03,15.2,50.29
15.55131,32.53211,2015,8,30,10.58,19.59,38.07,27.49,32.4,0.01,14.94,47.03
15.55131,32.53211,2015,8,31,12.26,18.46,38.73,26.47,32.36,0,14.01,44.21
15.55131,32.53211,2015,9,1,12.54,15.14,40.23,27.69,33.35,0,11.66,34.83
15.55131,32.53211,2015,9,2,9.11,17.74,36.01,26.9,31.22,0.08,13.38,45.04
15.55131,32.53211,2015,9,3,15.72,10.36,42.39,26.67,34.33,0,8.64,24.48
15.55131,32.53211,2015,9,4,13.09,13.98,39.48,26.4,31.97,0.02,11.02,35.6
15.55131,32.53211,2015,9,5,14.35,16.81,39.63,25.28,32.16,0,12.69,40.52
15.55131,32.53211,2015,9,6,9.37,17.29,36.41,27.04,31.49,0,13.08,43.35
15.55131,32.53211,2015,9,7,16.52,14.91,41.55,25.03,33.44,0,11.44,33.96
15.55131,32.53211,2015,9,8,13.36,14.92,39.96,26.6,33.04,0.02,11.63,35.28
15.55131,32.53211,2015,9,9,13.05,17.73,39.82,26.77,32.7,0.01,13.58,41.93
15.55131,32.53211,2015,9,10,8.74,19.88,34.96,26.21,30.4,0.42,15.22,53.62
15.55131,32.53211,2015,9,11,13.42,16.91,38.61,25.19,31.79,0.02,12.9,42.11
15.55131,32.53211,2015,9,12,13.55,15.65,40.23,26.69,33.3,0.1,11.78,35.3
15.55131,32.53211,2015,9,13,12.85,16.39,39.88,27.03,32.99,0.12,12.36,37.69
15.55131,32.53211,2015,9,14,11.43,17.5,38.25,26.82,32.56,0.14,13.17,41.18
15.55131,32.53211,2015,9,15,13.89,17.3,39.83,25.94,32.92,0.15,13.11,40.12
15.55131,32.53211,2015,9,16,13.25,16.17,40.4,27.14,33.93,0.04,12.18,35.22
15.55131,32.53211,2015,9,17,14.43,17.29,41.56,27.13,34.56,0.03,13.12,36.54
15.55131,32.53211,2015,9,18,9.96,18.96,38.17,28.21,33.09,0.03,14.4,43.55
15.55131,32.53211,2015,9,19,13.36,18.55,40.49,27.13,33.37,0.02,14,41.77
15.55131,32.53211,2015,9,20,15.27,15.72,41.86,26.59,34.45,0,11.87,33.34
15.55131,32.53211,2015,9,21,15.53,13.87,43.38,27.85,35.36,0,10.89,29.03
15.55131,32.53211,2015,9,22,12.63,16.68,40.91,28.28,34.13,0,12.65,36.1
15.55131,32.53211,2015,9,23,10.6,15.77,38.85,28.25,33.4,0,11.73,34.97
15.55131,32.53211,2015,9,24,14.56,16.11,41.14,26.58,33.59,0,12.11,35.69
15.55131,32.53211,2015,9,25,16.88,13.88,42.84,25.96,34.25,0,10.72,30.41
15.55131,32.53211,2015,9,26,16.19,15.06,42.47,26.28,34.62,0,11.58,32.15
15.55131,32.53211,2015,9,27,13.7,15.64,41.72,28.02,34.91,0,11.93,32.6
15.55131,32.53211,2015,9,28,12.98,17.09,40.81,27.83,33.88,0,12.91,37.35
15.55131,32.53211,2015,9,29,12.01,14.76,39.96,27.95,33.73,0,11.37,33.2
15.55131,32.53211,2015,9,30,14.57,15.2,41.25,26.67,33.97,0.36,11.66,33.58
15.55131,32.53211,2015,10,1,12.33,15.52,39.64,27.31,33.4,0.09,11.85,35.24
15.55131,32.53211,2015,10,2,13.5,14.2,40.99,27.49,34.32,0,10.77,30.47
15.55131,32.53211,2015,10,3,13.16,12.64,40.99,27.83,34.16,0,10.06,28.78
15.55131,32.53211,2015,10,4,14.83,8.95,41.41,26.58,33.84,0,7.62,22.24
15.55131,32.53211,2015,10,5,15.07,10.69,41.48,26.41,34.26,0,8.57,24.38
15.55131,32.53211,2015,10,6,13.22,12.96,41.03,27.81,34.35,0,10.23,28.91
15.55131,32.53211,2015,10,7,12.94,11.42,39.62,26.68,33.14,0,9.39,28.43
15.55131,32.53211,2015,10,8,13.2,13.68,39.48,26.28,33.2,0,10.56,31.89
15.55131,32.53211,2015,10,9,13.99,7.77,40.99,27,33.98,0,6.99,20.23
15.55131,32.53211,2015,10,10,13.72,10.94,41.16,27.44,34.05,0,8.6,24.71
